"","region","category","svy_fun","SE"
"1","North","Not Single parent head",0.666206762648341,0.0338040189893669
"2","North","Single parent head ",0.333793237351659,0.0338040189893669
"3","West","Not Single parent head",0.767805316447347,0.0334810281858738
"4","West","Single parent head ",0.232194683552653,0.0334810281858738
"5","East","Not Single parent head",0.752879678031179,0.0332816048025259
"6","East","Single parent head ",0.247120321968821,0.0332816048025259
"7","London and South East","Not Single parent head",0.811041200647927,0.0240926938757726
"8","London and South East","Single parent head ",0.188958799352073,0.0240926938757726
"9","England","Not Single parent head",0.753310738472068,0.0155193013753617
"10","England","Single parent head ",0.246689261527932,0.0155193013753617
