"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_noincben",10836.1099791791,1459.68416203204
"2","North West","hh_grossinc_noincben",11574.6758196482,1006.24274987003
"3","Yorks & Humber","hh_grossinc_noincben",11191.727208684,1346.5336923326
"4","East Midlands","hh_grossinc_noincben",11306.6962503293,946.936739147969
"5","West Midlands","hh_grossinc_noincben",12534.1101076333,989.526537125455
"6","East","hh_grossinc_noincben",12713.4125673605,944.050315271413
"7","London","hh_grossinc_noincben",14753.7984600086,1029.77911073815
"8","South East","hh_grossinc_noincben",12575.1767510429,929.643839474173
"9","South West","hh_grossinc_noincben",12281.4174304128,957.414416631986
"10","England","hh_grossinc_noincben",12527.6270215284,370.903799681853
