"","region","category","svy_fun","SE"
"1","North","Do this",0.23744963924878,0.0327242902224053
"2","North","Like to but can't afford",0.704279286656523,0.0348410865735961
"3","North","Don't want to",0.0582710740946976,0.0169660011109643
"4","North","Does not apply",0,0
"5","West","Do this",0.329794506273186,0.0427423996108903
"6","West","Like to but can't afford",0.616285273644283,0.0440561876942488
"7","West","Don't want to",0.0480972031178359,0.0187737919590666
"8","West","Does not apply",0.00582301696469509,0.00581319536900802
"9","East","Do this",0.291596225503726,0.0400577456520189
"10","East","Like to but can't afford",0.675264801269666,0.0410788917366772
"11","East","Don't want to",0.0331389732266078,0.0136635792586797
"12","East","Does not apply",0,0
"13","London and South East","Do this",0.294544763777768,0.0319154576562435
"14","London and South East","Like to but can't afford",0.660398694855406,0.0334541703456167
"15","London and South East","Don't want to",0.0399477048227775,0.0123495936536779
"16","London and South East","Does not apply",0.00510883654404863,0.00509712748336343
"17","England","Do this",0.285460799366409,0.01812508969262
"18","England","Like to but can't afford",0.666454194948644,0.0189399808743322
"19","England","Don't want to",0.0451505056694094,0.00771018293553516
"20","England","Does not apply",0.00293450001553699,0.00213183425532909
