"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",391.156081286018,4234.26678798908,5171.73722886233,5565.05526483727,5988.79745830024,11225.7708333333,15919.9932267168,18216.9752066116,20795.4578024007,1082.62225776892,1344.56419366884,1085.72165324379,1700.61876574972,2560.62937380712,3096.19677221658,3104.26805142476,3395.79407733589,3139.77222262315
"2","North West",0,2790.45078851597,4264,7121.11916376307,10401.6317991632,13537.2547597461,16741.6196576477,20684.9754131399,24081.2,478.671153764455,1072.87359185526,1095.63207159894,1577.31631703218,1751.58035650427,1656.58277700495,1752.94984726354,1718.3269404397,2295.83736731137
"3","Yorks & Humber",0,748.671521456437,3741.88617886179,4873.34646680942,9701.74530271399,12342.3779701023,18408,20748.6484210526,23421.6812373907,268.097034594541,1061.24399040328,1797.30168222057,2076.28008175956,2546.41502495512,2876.11978419667,2369.5669035363,1357.0496932429,2422.7535235157
"4","East Midlands",2270.5358490566,3987.15847750865,4720.34205344585,7575.42922077922,9486.94595801697,13149.6957528958,14835.7133745526,18164.8943884892,23306.7580594679,875.580856369335,476.207171880402,1080.18867915919,1528.12326547087,1867.02728542278,1536.42049441198,1474.59327250678,2038.92390293057,1568.827229467
"5","West Midlands",3686.52705248991,5834.41053698075,7592,8961.95569136746,10905.3743157895,13258.1134511914,15613.1835294118,19466.9565876777,23409.4460850112,1427.54605295391,1003.19047910875,963.245028021338,1125.48729869935,1503.39374661707,1641.78651757908,1945.29363985129,2039.68075068957,2017.28778624848
"6","East",4174.32258064516,5825.9226139295,7682.40180772391,8652.9400921659,10719.0755483347,13346.9178743961,15668.2073897497,19823.1223362273,23522.9921875,1358.02234442744,862.931685607911,806.670005599878,823.452692200573,1293.65479366026,1326.50226621041,1742.24783949035,1978.04420492844,2069.33318033071
"7","London",2598.61384388807,4420,6446.49365079365,10369.3777777778,13988,17407.2273105745,20384,22692.4527950311,28200.0240938166,952.435194327952,645.136489737448,1522.8758456938,1940.96450930968,1796.555756753,1631.66263524504,1162.83428044314,1569.01528657707,1741.54388522683
"8","South East",0,3968.51899012075,5721.84087591241,7710.17194029851,10526.4680851064,14798.2071271447,18838.0617490494,21922.6088421053,24979.5453968254,248.073424957552,1416.17536726134,792.290955108639,1234.52603257744,1890.8381576333,2108.205490507,1614.35861500075,899.748907494825,1554.70350521913
"9","South West",2055.98396564066,4828.50767230169,7282.88962868118,10126.5993047509,11074.2006920415,13470.7453138435,16393.7457651246,19604.054025974,22689.354789272,1030.70225321431,1178.16679370926,1430.10686539598,1262.35912994671,1077.1547336192,1523.58190655649,1821.05949927421,1612.82210657119,2062.59904419721
"10","England",272.481858802503,4264,5772,8320,10963.9529411765,14352,17784.7561938959,20985.190619531,24599.4449373192,NA,NA,NA,NA,NA,NA,NA,NA,NA
