"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6556.34716981132,9041.22996594779,11180,13020.0906955736,15979.1719641402,18070.7085258964,20736.8274285714,22724.4834375,27256.4511278195,621.06184842716,867.282005776385,845.233998707572,909.241533556261,1087.77509016336,968.356167002895,862.260742202665,756.039038020634,977.522032706383
"2","West",7462.32742044685,10046.689277703,11222.5727482679,14168.7677482793,16094.5954198473,18207.7602716469,20969.603360168,22709.9984674329,25400.7054393306,1163.9411929675,664.76682418299,860.703458203975,986.026656396163,958.941893366883,1082.8411585866,1085.86175852042,634.174193301835,1230.64344363667
"3","East",8010.14869816779,9724,11484.6163701068,12931.4837806301,14890.5773195876,17171.9393154487,19633.1228848821,21617.304084014,26597.1990913221,1361.82049525171,578.100524523418,734.689807772709,746.387735497681,975.783867216726,952.057337779875,944.230545374439,883.255158579901,1270.65704623354
"4","London and South East",5691.13477537438,10025.0367504836,13104,15964,18674.8090709583,21207.6920842411,23842.8883826879,27366.4957698816,32071.4731369151,557.663936119278,1113.68634868349,1236.21577758756,1034.38916120014,948.287243723166,918.47523292842,848.995192322624,994.443339561299,1134.00045055939
"5","England",6851.30488076115,9753.1025210084,11804,13988,16796,18876,21454.4155960371,23920,28361.3531914894,NA,NA,NA,NA,NA,NA,NA,NA,NA
