"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,0,0,0,0,0,4826.74600550964,5628.54351145038,7742.89270664506,0,0,0,0,980.679922301057,1367.90729038425,1614.70363207821,2033.20383586813,5782.04420139661
"2","North West",0,0,0,0,0,0,5921.01878453038,11347.7060465116,15600,0,0,0,0,0,1513.37352290863,2714.37934696143,2195.21714455412,1787.59482019133
"3","Yorks & Humber",0,0,0,0,0,3444.94365325077,7272.11624161074,12573.3906040268,16947.125,0,0,0,0,1328.94111857685,2446.04937931669,3264.35553729297,2494.51076793063,1907.95217066278
"4","East Midlands",0,0,0,0,0,3127.06826347304,8690.54428857715,12494.5105497771,14907.9617312073,0,0,0,0,1317.73127381174,2460.49653878718,2956.43680595795,1520.19519494202,2093.4617684823
"5","West Midlands",0,0,0,0,0,5276.59935483871,12048.5793103448,17350.0575079872,19676.9352992194,0,0,0,190.015585943948,1446.80860786406,3358.44996206874,3454.11834924189,2310.36715570842,1227.0045357621
"6","East",0,0,0,0,0,0,7398.30800821355,11785.8288431062,16546.4342105263,0,0,0,0,145.855911469121,1989.83248200615,3091.62935616113,2312.49742896477,2465.42210211666
"7","London",0,0,0,0,0,3377.20718188915,6576.54649632211,10408.3837491091,22746.3982822086,0,0,0,0,762.81623372719,1662.57380287162,1429.42916906145,2644.43335365297,2753.47995358537
"8","South East",0,0,0,0,0,1176.51967403958,7468.52956361401,13000,19784.7196444444,0,0,0,0,236.931245756145,1894.14846486383,2368.45811428606,2284.55413191039,2109.48008600007
"9","South West",0,0,0,0,3449.86564299424,5750.2944591029,10532.2895168642,13130.9197840584,16918.8421797594,0,0,0,1033.1513801141,1535.87609842734,2456.00278996333,2262.31381291868,1825.83731320141,2147.65638332195
"10","England",0,0,0,0,0,4160,7575.45076828518,12902.9408532176,18088.5685918854,NA,NA,NA,NA,NA,NA,NA,NA,NA
