"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",8412.52016877959,12446.0056254626,14880.8577814779,15762.2532754554,16202.3035727105,16624.6817971283,17378.9878526646,19452.0006281668,19796.4702717945,3262.76511527237,2638.68294989895,1594.96494413957,870.881632103161,543.303383594962,926.475042434542,860.115090095275,906.525352740253,268.346652928127
"2","North West",8211.55468514844,11267.416695192,13598.7099265194,14865.7657880593,15710.6431042454,16876.1423698375,17853.0927949275,18849.6474471903,20378.0898750327,1754.59790510728,1035.71599848414,910.495521668911,565.020877143207,515.835625264928,549.390309604282,497.191171951569,554.880230301581,629.563021692575
"3","Yorks & Humber",9177.48644650484,10293.9172578969,12104.37863315,13892.5373134328,15555.9709598125,16537.1313657776,17848.2383082987,18936.3675186422,20202.1559627046,1214.62604485872,583.764804718027,1119.04319526766,1061.31227148317,831.311282779389,732.353868766743,643.727508812127,562.642728790985,880.999313776798
"4","East Midlands",7400.79973705003,11115.2452830189,12637.6545132207,14513.4328358209,15244.4352514882,16697.7192492199,17347.8642776686,18232.50686004,19470.1921665346,2838.89130429215,1983.54153802355,1071.05921952058,739.395925759167,629.004002004567,589.588319074866,396.535160317005,505.557293767242,585.496398667167
"5","West Midlands",9159.87215942222,12372.2107163001,14312.4313087196,15139.4467203241,16163.2656655674,17492.6227182265,18857.2893758536,19973.5308529034,21404.2896828583,3062.25450475002,1306.79822995079,826.267006430357,682.56863736502,819.917529057594,865.469649346874,680.844103012074,644.723662002546,715.800595210084
"6","East",10241.9265850945,11531.0779867819,13710.4913733258,15041.5213228376,16749.3826813575,18249.7544453853,19922.3101355313,21318.5352389595,23299.1956260676,1485.65910902949,879.33564280801,978.578873789921,915.701505807758,1024.49770819025,932.002732965681,834.382658632687,839.916003597517,809.464529649786
"7","London",8467.53718926168,10924.7360635247,14623.4071232806,17449.4157065289,19222.9634703196,20155.492232714,21839.0119057283,23438.443347288,26361.269038041,758.529510538032,1125.12822081959,1664.61628681403,1205.15977623661,692.449241541218,616.874094428776,703.022482074123,618.903292718547,1838.70495848712
"8","South East",8083.76272143177,11886.0866869844,14629.6298124313,15919.4947330953,16919.3193515183,18328.4160607954,19473.6387030365,21169.423357849,23058.3338996139,2731.15086334133,1167.30943124215,909.139803264583,623.377850668583,630.07226038279,638.427982164338,664.621788008027,469.044842020299,762.676111437518
"9","South West",8526.1757395799,13413.461197165,14364.7532268236,15264.8786728379,16536.1991052028,18417.6332785988,19325.4034313482,21428.1056408311,22598.20225304,3353.20712522118,1341.10494037132,1032.16695515566,666.724079426874,877.007995407653,762.319191249332,801.700241202705,812.113396022478,1257.85483415064
"10","England",8682.98507462686,11520.782674123,13970.1492537313,15237.4471486498,16686.1685832315,17915.2564062468,19255.1712442354,20696,22662.6865671642,NA,NA,NA,NA,NA,NA,NA,NA,NA
