"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_noincben",14507.393463131,957.422294617615
"2","North West","hh_grossinc_noincben",12888.4520680987,667.720194157273
"3","Yorks & Humber","hh_grossinc_noincben",13062.938547486,602.591731294378
"4","East Midlands","hh_grossinc_noincben",12412.6949271521,808.683710763481
"5","West Midlands","hh_grossinc_noincben",15042.9821579775,580.882594520399
"6","East","hh_grossinc_noincben",18508.7474105675,878.531045991472
"7","London","hh_grossinc_noincben",20631.607994429,1028.15220251056
"8","South East","hh_grossinc_noincben",18150.2639068399,687.006338996887
"9","South West","hh_grossinc_noincben",14894.5617533163,731.170766767673
"10","England","hh_grossinc_noincben",17000.5489930142,410.015855864924
