"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",7454.8320630749,10348,12482.1641762452,13365.9829737609,14266.0758426966,14992.725462963,15770.4038194444,16797.6916119621,17718.6111556563,1477.63347524053,1131.77132959713,747.524019478234,460.601223643464,454.468741432554,446.871374702019,553.660133896838,520.611075599524,1054.56883512514
"2","West",7199.30489589195,11716.4348623853,13698.6498850575,14702.1963636364,15557.8060068932,16640,18148,18801.1937007874,20543.4850574713,1398.75628986079,1519.08331748609,736.014397481293,493.352356706473,555.509200490663,663.27749400205,535.774770673125,494.417301562825,634.827503847735
"3","East",7082.18525073746,10497.2075683252,13824.912559344,15563.5858156028,16850.5712426805,18791.7045685279,20221.2494418292,22072.4231481481,23773.9502938707,1415.89296404079,1432.64691774647,1267.69969255092,810.102806892893,866.268299151689,918.429665149755,972.847437502195,896.564826958093,628.295302702279
"4","London and South East",11392.619264,13480.4638915779,15368.1551229508,17308.8654353562,19534.3772102161,21940.9298701299,24596,26251.6910296067,28470.8246513481,671.021988361383,862.673024640257,826.558575154279,971.672501302981,1087.77509016336,1274.3186642235,1031.12890600579,987.638208646011,1735.79989981888
"5","England",8996,11960,14092,15340,16555.5256916996,17940.3506285714,20049.7545762712,22274.7632739504,25896,NA,NA,NA,NA,NA,NA,NA,NA,NA
