"","region","category","svy_fun","SE"
"1","North East","hh_grossinc",15956.9011364637,917.631843699306
"2","North West","hh_grossinc",15089.2249200183,832.567756193688
"3","Yorks & Humber","hh_grossinc",14537.460249248,680.675066918329
"4","East Midlands","hh_grossinc",13990.6438405226,924.764600027595
"5","West Midlands","hh_grossinc",16919.1957179146,658.563650021073
"6","East","hh_grossinc",19882.442003772,966.47298675635
"7","London","hh_grossinc",23204.7720473538,1089.75540511415
"8","South East","hh_grossinc",19463.0285936217,654.401279081288
"9","South West","hh_grossinc",16601.140743182,849.534297266177
"10","England","hh_grossinc",18871.3335168695,419.246427215614
