"","region","category","svy_fun","SE"
"1","North","Couple + kids",0.110806149311433,0.0304419892276011
"2","North","Couple",0.107116348859686,0.0324560184322896
"3","North","Lone parent",0.289614626774815,0.0438314732799884
"4","North","Single",0.492462875054065,0.0554591378318225
"5","West","Couple + kids",0.194047123825371,0.0397129096733466
"6","West","Couple",0.159322901667147,0.0588056102168009
"7","West","Lone parent",0.243192217849029,0.042552000931682
"8","West","Single",0.403437756658454,0.0565922404745036
"9","East","Couple + kids",0.237215606430076,0.0448535114816648
"10","East","Couple",0.0792514027320723,0.0285276862826289
"11","East","Lone parent",0.184556926063591,0.0356871734505815
"12","East","Single",0.498976064774261,0.0556446696782843
"13","London and South East","Couple + kids",0.27272809124325,0.0361860270874781
"14","London and South East","Couple",0.132871744889851,0.0271634489765563
"15","London and South East","Lone parent",0.137382586440915,0.0227953124340187
"16","London and South East","Single",0.457017577425984,0.0506588683001233
"17","England","Couple + kids",0.221030811803263,0.0200650340491381
"18","England","Couple",0.12384033166059,0.0184902206924429
"19","England","Lone parent",0.194386021024334,0.0171293427424012
"20","England","Single",0.460742835511813,0.0290280882198577
