"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,0,0,6154.92497655517,11307.0849377123,17527.2781896967,21106.366780706,26004.9919480513,26235.3317949212,0,1512.20791162074,2689.79071209029,4610.6687411889,5638.80369372841,5664.51433245354,5150.91980526045,4141.53177906117,2830.96379788613
"2","North West",0,0,0,5919.61240339565,8437.63572409995,9372.8183908046,11296.0966520878,14390.3961371318,17830.2385880815,0,413.296415922806,1868.2892501871,2210.92498000683,1778.08940755956,1242.08081783684,1913.77510240665,2564.24599925994,3102.38290156024
"3","Yorks & Humber",0,0,0,3433.79069141781,5916.55202485966,10285.9584101962,13712.0261225307,20282.6837773748,22750.6081532635,0,0,1311.44623789273,2129.49830664236,3077.06992856766,3750.17708661928,3370.27895088496,3109.22290909848,1617.34724218897
"4","East Midlands",0,0,0,3765.46110580495,5491.41920374707,7613.64447939168,11618.31857699,19078.5861551696,23344.2457006307,0,201.381530360474,1120.1184982455,1751.26668682387,2126.31728017483,3053.13242612717,3973.43333504458,3560.55686195455,1708.57418862234
"5","West Midlands",0,0,0,1089.26398311473,6129.97809963781,6764.32214956112,10507.9618681738,21117.315241972,26108.3859770913,0,0,1095.05416402348,1661.24559927393,2403.9358553617,2583.36104453159,4403.03286250391,4602.93681881345,1859.12469325635
"6","East",0,0,3116.96963735458,6397.26927632619,11467.8826214386,14812.8313826931,19770.7732997481,28804.9481406527,32997.0109056345,0,1030.0425893689,1726.6133084874,3361.54746102019,3514.24874860643,4623.76979433755,5000.72961935296,3600.91355766886,2779.83447380281
"7","London",0,0,0,3886.46799860678,7882.93716651036,11704.6278947587,17124.4679567124,21459.2542726871,30666.9166947723,0,0,1340.87131864181,2288.47619323884,3421.43113604125,3149.47520264081,2915.85359277336,3016.78602287779,2631.59351823752
"8","South East",0,1307.81526081326,6231.88759134809,11448.4683886839,14777.5404702681,19733.633978618,24347.0553897181,28808.5789431222,32842.1476025875,0,1271.13239808528,2594.617896547,2512.81844107994,2846.72624612524,3026.31851914656,3790.60764303373,3140.67047777648,2681.35054330216
"9","South West",0,0,5002.22259631904,7883.53121234817,9735.87091764408,11938.8056016215,15224.8115983309,19288.5505269684,25081.6723834245,0,1541.81423897194,2220.01192375659,2681.97844858649,2039.09027566181,2097.38698424281,3206.95885794613,2551.1047562585,2795.59083444437
"10","England",0,0,0,5977.06949652829,9213.13628899836,12573.1343283582,17765.1509677419,22897.0491803279,28512.1893228524,NA,NA,NA,NA,NA,NA,NA,NA,NA
