"","region","category","svy_fun","SE"
"1","North","No carer",0.952427739182904,0.0193233461567977
"2","North","Has carer",0.0475722608170959,0.0193233461567977
"3","West","No carer",0.902173797105159,0.0282359414230869
"4","West","Has carer",0.0978262028948407,0.0282359414230869
"5","East","No carer",0.935533511683515,0.0236342692068035
"6","East","Has carer",0.0644664883164848,0.0236342692068035
"7","London and South East","No carer",0.971976059226179,0.0101789523859163
"8","London and South East","Has carer",0.0280239407738209,0.0101789523859163
"9","England","No carer",0.948791394314563,0.00901879543506584
"10","England","Has carer",0.0512086056854366,0.00901879543506584
