"","region","category","svy_fun","SE"
"1","North","Helps outside",0.0308853919144778,0.0154191121339443
"2","North","Doesn't",0.969114608085522,0.0154191121339443
"3","West","Helps outside",0.0961302571651041,0.0278665954415342
"4","West","Doesn't",0.903869742834896,0.0278665954415342
"5","East","Helps outside",0.0984398304884112,0.0320941736250972
"6","East","Doesn't",0.901560169511589,0.0320941736250972
"7","London and South East","Helps outside",0.0421979773242426,0.0139759652618018
"8","London and South East","Doesn't",0.957802022675757,0.0139759652618018
"9","England","Helps outside",0.0599070038603317,0.0104184854401705
"10","England","Doesn't",0.940092996139668,0.0104184854401705
