"","region","category","svy_fun","SE"
"1","North","No disabled",0.765214419590651,0.0420858008416531
"2","North","Has disabled person",0.234785580409349,0.0420858008416531
"3","West","No disabled",0.781318997792071,0.0443410611959701
"4","West","Has disabled person",0.218681002207929,0.0443410611959701
"5","East","No disabled",0.854790596368285,0.0330559409420373
"6","East","Has disabled person",0.145209403631715,0.0330559409420373
"7","London and South East","No disabled",0.82798027294643,0.0293555998023783
"8","London and South East","Has disabled person",0.17201972705357,0.0293555998023783
"9","England","No disabled",0.811812372089822,0.0185917132316378
"10","England","Has disabled person",0.188187627910178,0.0185917132316378
