"","region","category","svy_fun","SE"
"1","North","Not Single parent head",0.668164771209339,0.0361451428958282
"2","North","Single parent head ",0.331835228790661,0.0361451428958282
"3","West","Not Single parent head",0.770311971871173,0.03590225288775
"4","West","Single parent head ",0.229688028128827,0.03590225288775
"5","East","Not Single parent head",0.7509856330089,0.032983054653333
"6","East","Single parent head ",0.2490143669911,0.032983054653333
"7","London and South East","Not Single parent head",0.814664100219981,0.0222921208202115
"8","London and South East","Single parent head ",0.185335899780019,0.0222921208202115
"9","England","Not Single parent head",0.762688533114128,0.0154453892010228
"10","England","Single parent head ",0.237311466885872,0.0154453892010228
