"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",5674.9753669432,10520.4447985834,12423.6929681717,14117.3973629424,16504.7088948787,17619.1141037307,19232.8071373157,22554.6950760967,27267.725445705,2676.49898573992,2470.79493072359,2511.64490454459,1796.97175067978,1553.61422166931,1949.74800532509,1897.64074332279,2492.21814650534,1922.44894084602
"2","North West",6382.24650233178,8633.77533039648,10790.7596606975,12352.3865750101,13855.0163934426,16040.6235294118,16960.772519084,17973.7543859649,20436,1729.57718572057,1002.06117217635,948.631526757707,834.831285450525,1063.54275901115,824.951735286958,400.924516491738,472.992062159424,871.843456514016
"3","Yorks & Humber",5969.54754098361,7090.47570469799,9152,11019.4582278481,11851.7061118335,13105.3245901639,14408.2838499184,15725.1141993958,18180.6743115124,1063.29988383416,1299.57540096185,1220.44582552205,1182.53083967601,1120.82678726852,948.094917816533,950.032625707005,988.266639984489,1950.13697798183
"4","East Midlands",5380.51693772313,9310.70037017451,10008.332956435,12538.4945004881,12965.1411901984,14768,15189.8980089916,17236.1736663583,18178.6691666667,849.702658099857,1273.93735019195,1037.65663769958,966.449347962871,992.596062815094,643.91993600914,650.255538683081,760.239692863001,1048.8784547258
"5","West Midlands",7245.86999266324,9647.16606060606,12220,15149.3896446701,15525.9859785455,16816.5208658009,17756.5546325879,18611.9829383886,21424,2373.79531005735,1321.15149882758,1579.28893685723,1374.13059808807,925.223699733441,670.082354709771,848.653883349482,939.855639264298,1206.66917142349
"6","East",8690.63525365434,10986.5878345499,13406.5608695652,15586.9874396135,17163.9905341447,18173.8785992218,20169.0511210762,21504.9185530922,23467.6427104723,825.456367021823,985.24585259132,1165.68501916288,995.108768779893,731.387198528043,802.703247504997,821.477958745905,655.908411784867,1559.67478068021
"7","London",6975.02955665025,10688.9580022701,15320.7895545315,18928,22303.9493562232,24062.0257756563,26683.8948406178,27910.7424196938,30391.5881415365,1183.88909928905,1967.04180755078,2100.11673491353,1786.1021278648,1317.1289187504,1110.85815093512,962.741742996397,870.178987221044,1535.59542327758
"8","South East",6138.87113985449,10176.3229190422,12708.763324937,15192.628786737,16998.724025974,18564,20540,22882.9972920696,24622.5853403141,2162.14011360526,1542.02667143586,1252.21066818109,1093.52243069285,857.748439531788,854.968642422783,964.066734436896,527.61134001672,1410.57943855813
"9","South West",7393.09251439539,9812.86396292005,10926.0996432818,11722.5311139565,13961.5706573515,15300.9889361702,17486.8170365927,18776.4227018385,22596.751971831,2640.46705236796,903.303122123047,593.865293414304,909.780806740828,1199.66483105754,1117.33728077354,1014.34457114431,1236.70840723,2369.443155521
"10","England",7027.97477178423,9984,11856,14060.5027627818,16012.1793519216,17732,19864,22880,27088.2486096807,NA,NA,NA,NA,NA,NA,NA,NA,NA
