"","region","category","svy_fun","SE"
"1","North","No disabled",0.607645405756374,0.0392096463000287
"2","North","Has disabled person",0.392354594243626,0.0392096463000287
"3","West","No disabled",0.670653924998573,0.0449718647027066
"4","West","Has disabled person",0.329346075001427,0.0449718647027066
"5","East","No disabled",0.656575132529731,0.040407448925386
"6","East","Has disabled person",0.343424867470269,0.040407448925386
"7","London and South East","No disabled",0.657268662686055,0.0373458249644084
"8","London and South East","Has disabled person",0.342731337313945,0.0373458249644084
"9","England","No disabled",0.648405137402911,0.0209374318380685
"10","England","Has disabled person",0.351594862597089,0.0209374318380685
