"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",511.891659084016,4240.37998180164,5185.1204957946,5577.91754945756,6188.90865766481,10209.7223529412,12795.8220232766,16384.8884450785,18014.6619596542,1083.54745390214,1345.95036096109,1039.31547657159,1398.05208573117,1840.14671617475,2659.04336432042,2836.99875063294,1907.49171792121,800.513080831176
"2","North West",0,1747.94657762938,3588,4316,7217.95580898076,9071.72350230415,12369.1975724882,15343.792481203,16958.4750957854,218.846520691197,854.810012134182,686.977952927929,1004.26225740911,1412.20304090122,1377.88416256402,1524.1709515521,1050.83439991641,543.41656932906
"3","Yorks & Humber",0,0,1067.80601265823,3838.51117824774,4334.0664652568,6991.00430278884,9793.63006263048,11568.2072202166,14384.752365416,186.908349441521,681.106959180583,1070.54190159762,1138.4661290286,1268.51000354068,1697.0631133592,1821.69516047542,1409.74072140012,944.898220273519
"4","East Midlands",1118.60542264753,3505.71845584347,4378.61039270131,5266.61064021641,7790.1865008881,9740.00578034682,13055.0015444015,14673.3026548673,17104.745308741,849.767116632954,832.884233849236,560.613305080882,1063.80019884177,1710.20835088594,1468.28543827806,1348.91471949342,1063.0683485158,777.800046852045
"5","West Midlands",3679.04315836698,5579.6080620155,7151.58781313473,8320,10671.3887945671,12452.5235509905,14975.3313958609,15514.9851169862,16848,1406.14828728435,1168.85223909216,945.449558032064,1208.77060151127,1636.63149293709,1619.26059108278,1331.07476480001,1371.69530485072,684.292789244003
"6","East",4275.10817120623,7353.97712952159,8206.55245143386,10579.4235934664,13418.0096618357,15218.3927572016,17368,18560.8714579055,20341.5055649241,1392.74603864362,885.844806534045,799.907239735552,1362.18634607191,1246.21330049836,1087.44808105502,872.07443033201,738.589840681069,629.412381255611
"7","London",3426.04433497537,5574.14634146342,9854.7143480157,11853.4979079498,16915.3615107914,19916,22308,24544,27924,1098.08412469071,1203.62185137199,1554.84764498982,1761.63682466828,2062.30855516552,1395.48156485556,1160.05982089473,1416.70162094693,318.968126996069
"8","South East",0,4649.62252010724,6159.57865804365,8476,12587.1304785894,16134.1333924612,18017.5474926254,20467.0946835443,22269.6010050251,356.216948300623,1377.86539299729,941.079791040748,1615.7229599727,1951.73807009445,1260.68670373142,1048.48586384895,917.496243990802,395.056946114592
"9","South West",377.333539412675,4616.92247557003,6292,8969.53843648209,10768.6673170732,11425.131056394,13373.8053310404,15486.4140721196,17928.0741822801,940.916233534834,1354.35422883905,1342.19128875572,1270.55884196449,1183.95623178756,950.777890599096,1328.06101827274,1160.6583692295,844.98357455277
"10","England",312,4240.48625,5772,8320,10777.7736585366,13884,16082.8169590643,18408,22248.8425015179,NA,NA,NA,NA,NA,NA,NA,NA,NA
