"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,0,0,0,0,0,1166.32386011509,5528.61212507977,8476.04015444016,0,0,0,0,0,1302.68132925332,1508.35484586028,3843.50477306693,3495.11556267335
"2","North West",0,0,0,0,0,0,1207.81929411764,5876,12969.5444210526,0,0,0,0,0,268.326676157009,1499.00713644463,2283.61024886832,2327.26303224117
"3","Yorks & Humber",0,0,0,0,0,0,0,6593.38105263158,12865.0544861338,0,0,0,0,0,0,1776.37682078271,3491.26943123491,2179.91098057195
"4","East Midlands",0,0,0,0,0,0,0,6920.75231788081,12157.8424870466,0,0,0,0,0,59.6600533099449,1993.25658189233,3197.55195978149,1940.89080637323
"5","West Midlands",0,0,0,0,0,0,5051.23761755486,10364.5448424687,15562.2538528139,0,0,0,0,0,1504.27805534488,3455.47223036419,3922.66494298324,1486.06952414856
"6","East",0,0,0,0,0,6471.2,10230.0227237354,14533.8347663551,17901.5149758454,0,0,0,0,1728.58135076409,2844.88058730898,2277.11602619912,1967.92411507203,1472.749983073
"7","London",0,0,0,0,1145.75500000001,6564.42121564073,14519.9709969788,19603.2485389438,25568.7013142174,0,0,0,401.782130628128,1676.13880825434,3373.23587754273,3321.35498114272,2616.95760801842,1895.12065928634
"8","South East",0,0,0,0,0,5143.22967959528,10284.1943811693,14159.2048632219,20489.2678803641,0,0,0,0,1246.19557151575,2442.91095078703,1993.27573966399,1538.16027291886,1641.10525349104
"9","South West",0,0,0,0,72.7848837209306,4572.13211963589,6751.7524256651,11050.7334825972,14218.8960912052,0,0,0,762.62433647749,1326.5549880041,2396.86312901664,1830.61464635402,2636.26881255975,1832.92842768944
"10","England",0,0,0,0,0,1582.90599999999,7012.00640692641,13108.5672421053,18019.5736515513,NA,NA,NA,NA,NA,NA,NA,NA,NA
