"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6228.59119336312,7915.59395770393,10574.4888888889,11908,13485.2229299363,15288,16819.0798453893,18044,21468.7760741365,596.876637803769,822.678511438732,661.694562830506,602.29920787176,724.302990956339,742.870793282296,436.41781013374,439.147005720423,1041.85454278046
"2","West",7363.32975047985,9839.19238095238,11039.4708731936,13217.0489425982,15206.1285956007,16084.4600508906,17732,18690.6976303318,22462.5215686275,1179.50455755608,802.101834263111,728.216228542272,1043.14414084454,758.096117134684,619.373995621375,511.918285179733,848.629700179534,907.31740444982
"3","East",8034.0075216972,9780.88888888889,11840.8872281093,13246.1036129822,14931.8769931663,16694.5767668562,17690.0069186419,19754.8123125493,21944,1202.35815506433,575.45800314382,738.951367030988,662.400900660119,746.159979855676,628.77889004059,424.602652393547,803.444239823261,800.313657776362
"4","London and South East",6856.52216748768,10620.4467650397,14304.7281393217,17002.8453740949,19499.0387059503,22213.2760170006,23945.7758815847,26929.3014409222,28897.3383989145,949.525958010359,1132.51635198469,1307.58272170288,914.271073603364,1033.83837949083,783.650476364832,696.571432647509,894.152762120028,1095.09418760896
"5","England",7027.97477178423,9984,11856,14060.5027627818,16012.1793519216,17732,19864,22880,27088.2486096807,NA,NA,NA,NA,NA,NA,NA,NA,NA
