"","region","category","svy_fun","SE"
"1","North","1",0.620154409601396,0.0386207509569747
"2","North","2",0.295224664955513,0.0364169435179873
"3","North","3",0.069599299306408,0.0177108518165333
"4","North","4",0.0150216261366826,0.00758436303338297
"5","West","1",0.673199917474727,0.0449627529013215
"6","West","2",0.281270713624132,0.0421759514322603
"7","West","3",0.0455293689011409,0.0196211210595487
"8","West","4",0,0
"9","East","1",0.600166597251145,0.042766216795536
"10","East","2",0.365025899402757,0.0423652459223623
"11","East","3",0.0348075033460977,0.0122791158204358
"12","East","4",0,0
"13","London and South East","1",0.576313101734137,0.0348281614515501
"14","London and South East","2",0.34451154186784,0.0322750118000484
"15","London and South East","3",0.0609197783047167,0.0119401427815616
"16","London and South East","4",0.0182555780933063,0.00794213550332236
"17","England","1",0.607071179915048,0.0201897439947286
"18","England","2",0.32654728083272,0.0190927289759989
"19","England","3",0.0553616552217464,0.00755575356423989
"20","England","4",0.0110198840304854,0.00374487710038103
