"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",7566.29732107157,13033.261047836,13716.9778434269,14530.7578395385,15983.5000457229,17506.6773871528,17696.3350880251,17718.3523792923,17779.6593548387,2378.45940199965,2569.11536805569,2115.69053132595,1429.35073346429,1178.73921906327,1100.6610537655,1814.06394609561,1409.01921191089,957.545357972711
"2","North West",6454.04768856448,8371.14582132565,10577.8565407555,12400.8087689924,13831.7112893276,14689.6848484848,16389.319999171,17536.9647487079,18434.7055276382,2126.62092781186,1977.99195000229,1241.35371837706,1294.03129377134,1156.49145721739,1210.24683746226,905.562736114686,1104.19736840767,1229.52414077241
"3","Yorks & Humber",8859.81316223555,11022.4917656575,12837.9914501257,13687.2540697674,14092,14716.9412474034,15265.6011940299,16223.9366336634,17274.7687979166,1697.71472221945,1632.74650918317,1087.61399467509,705.781736091801,503.166881997503,512.069785542927,762.023964582562,644.481721319526,612.088431925709
"4","East Midlands",5759.97103942652,9516.73019768235,11694.2626455542,13890.3701937407,14736.6902953587,15568.7773049645,16262.5675723473,17417.2764408493,19412.3473812424,6350.23905279657,1849.67621980673,1493.85884520916,1239.88302912917,778.422774229719,729.859729540301,760.665622040533,852.383623667004,836.868510733736
"5","West Midlands",8362.96173677069,13674.4788298691,14966.6109577925,15518.8892171344,16536,17147.2716412598,18379.1169682875,18705.7766871166,20174.9242282453,2821.13919894232,2267.89963145219,951.978232869178,576.335323115131,747.489172423134,630.92180256943,638.866154254736,626.702586543176,1395.27839078042
"6","East",11486.5125628141,16091.3977984759,18695.3989847716,20156.2616812374,21015.0547285983,22152,22730.831045542,24432.9049120913,27238.867128902,5249.57285910056,1889.91977905693,1175.22878470733,1182.58778403704,733.829168432992,844.652340290564,680.978635929629,1304.22779174303,1078.76189953693
"7","London",11799.0251609128,14054.8286668117,15604.5923674434,17658.8190442727,21009.0806051977,23174.0637673386,26023.6366231454,27941.2704554615,31102.984947644,870.881355529914,1174.54336996719,1236.62693984134,1664.75957437805,1659.89799940338,1408.47272863286,1183.90004516994,986.956384689878,1142.29848635351
"8","South East",10356.5866144838,13323.2459904569,15251.053768546,16914.3759292035,19231.4302982229,21349.6355275137,23452.2020618557,25136.0006028636,25693.8216940167,2478.24639524653,1206.93922245202,1120.58218909994,1127.92949065161,1433.72151135876,1274.20395124762,1106.52890519632,581.35034795207,178.69886465028
"9","South West",11334.4887287025,13688.6227995591,15001.9787458877,15899.6540372671,16848.165184244,18679.6196162047,19737.7306941176,21424.5622971827,22205.9605211082,1201.05202172837,860.422047025382,775.100171200467,1102.93425613047,904.067738156358,1103.87889254792,821.330033335984,943.520556045194,1114.77545331027
"10","England",10278.3501774592,13091.5845571537,14536.70751521,15930.3202971969,17368,18928,21255.807540395,23870.9314955203,26397.2324781104,NA,NA,NA,NA,NA,NA,NA,NA,NA
