"","region","category","svy_fun","SE"
"1","North","No disabled",0.790895968719357,0.044423553714165
"2","North","Has disabled person",0.209104031280643,0.044423553714165
"3","West","No disabled",0.719961842222025,0.0495445778857663
"4","West","Has disabled person",0.280038157777975,0.0495445778857663
"5","East","No disabled",0.86217135627465,0.0329592901746657
"6","East","Has disabled person",0.13782864372535,0.0329592901746657
"7","London and South East","No disabled",0.81077312399938,0.0311101141274465
"8","London and South East","Has disabled person",0.18922687600062,0.0311101141274465
"9","England","No disabled",0.798157117261978,0.0198837780407723
"10","England","Has disabled person",0.201842882738022,0.0198837780407724
