"","region","category","svy_fun","SE"
"1","North","hh_grossinc_nohb",13917.0740686734,511.997220544965
"2","West","hh_grossinc_nohb",16718.9244634633,486.887062900794
"3","East","hh_grossinc_nohb",17503.2006352257,756.871348259531
"4","London and South East","hh_grossinc_nohb",20119.0136137472,621.62467218585
"5","England","hh_grossinc_nohb",17918.2456963845,341.225288841719
