"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,859.971562279988,6176.23538605814,10429.8580914194,14825.748675975,19530.3477516874,21815.8251218997,26071.3320967066,26268.5018692488,1323.58211713974,1918.06162419423,3673.59200338869,5344.49449381665,5643.07524968613,5204.88640419261,4821.19851055899,3413.8941708042,2201.05230916357
"2","North West",0,3924.60576351753,6171.69652358213,8375.6451645543,8666.66666666667,9920.05588529447,11943.8438929273,14899.3452344932,19130.1536115045,1253.54532802071,1589.98452017323,2146.56455399887,1018.21022543968,1246.97726763193,1292.80525845623,1942.49483369086,2672.78068384275,3068.36196716035
"3","Yorks & Humber",0,0,4898.9489844119,6130.66603849238,9708.97054068313,11885.2877335888,19601.1555623942,20843.800333679,23423.0490876494,0,1361.48316755633,2170.82357188601,2828.94386535984,3234.43715970068,3395.30932086968,2994.22992373856,2655.25114196326,1448.99162935141
"4","East Midlands",0,0,2447.01812282461,5038.44577921718,6927.56300317965,10263.9826032929,16149.9895871193,21890.3789911203,24108.0612684608,197.756981402592,996.0556131439,1606.35794741477,1837.01947851027,2018.46827500379,3206.82550890886,3806.8231842957,3280.99535297688,1556.90352014789
"5","West Midlands",0,0,0,2643.91394071917,6219.33938070734,7123.14465164716,10758.3776636745,21311.4626865672,26194.345713294,0,0,1463.39986658499,1676.26865389962,2434.90262840038,2311.83162541055,4471.00109032347,4597.33512715289,1837.44417687748
"6","East",0,3515.58268375674,5827.92546532901,7659.81388423599,12211.0397351444,15444.39893988,20620.0270763582,29780.2824094312,33007.1682825876,857.736043425287,1449.65715490826,2427.89343426245,2639.15583613416,3385.87727871986,4545.35315959943,4785.85522505788,3702.93559469499,2676.05020538122
"7","London",0,0,53.9640987284967,5875.44533333333,9193.20059656972,13379.8596121786,19338.5753826577,22877.6236644646,31755.7529785284,0,866.466592154196,1744.0088603658,2600.22805502318,2220.6390689897,2788.75843800151,2730.79542636643,2774.22277177419,2515.4163318717
"8","South East",0,3848.66165413534,7111.72605886576,11478.8030902999,14779.1344554726,19091.7493947526,24155.7160862355,28591.3829770069,32756.3345351231,474.334638994118,1679.70666954327,2179.83284831672,2203.38900661718,2771.77020041161,3002.02582369873,3747.75192941081,2995.87225498415,2706.42111403445
"9","South West",0,5032.53255603189,7275.53023488256,9587.17667560564,11700.495539335,14512.3721393035,15342.4183651576,20410.5996280223,25108.0532121999,978.013413221035,1825.08532790471,1438.4658312006,1338.81094538625,1654.50950226327,1991.57390670696,3205.10137770729,2900.11176792814,2744.217269832
"10","England",0,0,5079.75214765608,7798.77146928673,10535.6434108527,14522.3752260398,19483.8757610265,24052.8190235264,29104.4776119403,NA,NA,NA,NA,NA,NA,NA,NA,NA
