"","region","category","svy_fun","SE"
"1","North East","hh_grossinc",15438.8729982298,887.049789148974
"2","North West","hh_grossinc",13821.7334295304,902.095226753046
"3","Yorks & Humber","hh_grossinc",14410.1004802222,640.737053472816
"4","East Midlands","hh_grossinc",14221.4565854143,949.616213430581
"5","West Midlands","hh_grossinc",16527.8460481519,700.660888564463
"6","East","hh_grossinc",20527.5828041656,938.022759268935
"7","London","hh_grossinc",22349.2316033556,1030.22148095806
"8","South East","hh_grossinc",19416.1112210051,687.335853387046
"9","South West","hh_grossinc",17904.0824368701,693.306693140108
"10","England","hh_grossinc",18764.2888789472,361.52064891806
