"","region","category","svy_fun","SE"
"1","North","Not Single parent head",0.787619297038206,0.0414348381973725
"2","North","Single parent head ",0.212380702961794,0.0414348381973725
"3","West","Not Single parent head",0.812283698642293,0.0368585048651198
"4","West","Single parent head ",0.187716301357707,0.0368585048651198
"5","East","Not Single parent head",0.807103158465501,0.0380707437766171
"6","East","Single parent head ",0.192896841534499,0.0380707437766171
"7","London and South East","Not Single parent head",0.862009549609612,0.0226415366964769
"8","London and South East","Single parent head ",0.137990450390388,0.0226415366964769
"9","England","Not Single parent head",0.829930473158576,0.016078544440521
"10","England","Single parent head ",0.170069526841424,0.016078544440521
