"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_nohb",15170.0661303611,899.358850008567
"2","North West","hh_grossinc_nohb",13134.6713152086,875.6112512589
"3","Yorks & Humber","hh_grossinc_nohb",13705.1509507874,567.130217501461
"4","East Midlands","hh_grossinc_nohb",13647.734415602,851.790975962428
"5","West Midlands","hh_grossinc_nohb",15875.424494132,720.342596756558
"6","East","hh_grossinc_nohb",19968.9313966519,900.653558782512
"7","London","hh_grossinc_nohb",20914.9084721685,917.790903577562
"8","South East","hh_grossinc_nohb",18805.9388392384,744.994067719159
"9","South West","hh_grossinc_nohb",17200.1844609474,649.076580302444
"10","England","hh_grossinc_nohb",17918.2456963845,341.225288841719
