"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6159.25755395683,9997.51932335719,12257.1165486156,13122.9371134021,14092,14894.0914393227,15761.1588028169,16767.8646243618,17712.3805821858,2024.12299394818,1332.99275815009,796.773780672955,530.920929048727,509.419216904463,508.946179246232,619.050830598139,554.845195971082,1034.7128906432
"2","West",10003.6167317345,12333.7740740741,13778.0642335766,15141.0050464807,15749.1904761905,16862.9990900819,18243.8570697844,18841.2686222222,20644.3442508711,1529.21363744886,845.393436832399,764.118468410692,552.698281300221,670.367451548212,682.826227754341,489.089341167123,503.544493375717,625.77514524493
"3","East",7613.22311914756,10920.6146964856,14350.6161290323,15600,17089.5263157895,19052.9356521739,20299.6292131809,22152,24139.701759134,1327.65653380237,1395.37158913408,1173.58051163142,835.759054477519,950.522665415691,1242.98242302579,860.837490103343,521.345471727317,516.834436792353
"4","London and South East",9724,11954.8255892256,14976,16744,18757.6325056433,20966.741050968,23208.1832828064,25493.5793548387,27310.0201511335,1099.39769641383,734.451917575309,955.926935919009,758.951173601095,927.820177290345,821.298673920413,855.33601601338,569.837262890181,975.873513932228
"5","England",8684,11960,13815.1664233577,15340,16536,17888,19560.1545454545,22063.9521026372,25082.2888382688,NA,NA,NA,NA,NA,NA,NA,NA,NA
