"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_noincben",14870.201803137,922.812992383943
"2","North West","hh_grossinc_noincben",12152.0161862041,805.885277541205
"3","Yorks & Humber","hh_grossinc_noincben",12428.1073074772,830.37328529094
"4","East Midlands","hh_grossinc_noincben",12733.3697396945,879.558931873467
"5","West Midlands","hh_grossinc_noincben",14419.4981450665,722.376722184633
"6","East","hh_grossinc_noincben",18770.9648209296,870.439177892829
"7","London","hh_grossinc_noincben",19202.8080158356,836.591427363245
"8","South East","hh_grossinc_noincben",17897.5314410833,771.888778155435
"9","South West","hh_grossinc_noincben",15978.0726984486,574.051032215638
"10","England","hh_grossinc_noincben",16678.0454939388,330.538114257928
