"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_earn",10833.9423654852,1907.86921396178
"2","North West","hh_grossinc_earn",8192.32196743938,866.619836447665
"3","Yorks & Humber","hh_grossinc_earn",8347.92501591098,1099.41795451041
"4","East Midlands","hh_grossinc_earn",8132.94146850022,1088.99492045324
"5","West Midlands","hh_grossinc_earn",7057.72840109311,1143.54577796914
"6","East","hh_grossinc_earn",12286.8496740327,1435.60604967754
"7","London","hh_grossinc_earn",11632.8137845226,1184.32115990961
"8","South East","hh_grossinc_earn",13264.2609588146,1129.07412717292
"9","South West","hh_grossinc_earn",11028.789038614,945.45372631283
"10","England","hh_grossinc_earn",10892.6640342858,478.512951976244
