"","region","category","svy_fun","SE"
"1","North","Helps outside",0.0454409803216985,0.0202556474424392
"2","North","Doesn't",0.954559019678301,0.0202556474424392
"3","West","Helps outside",0.114944759960955,0.0308581670188609
"4","West","Doesn't",0.885055240039045,0.0308581670188609
"5","East","Helps outside",0.0996469076989614,0.0328314860982103
"6","East","Doesn't",0.900353092301039,0.0328314860982103
"7","London and South East","Helps outside",0.0408323278229801,0.0140738188166063
"8","London and South East","Doesn't",0.95916767217702,0.0140738188166063
"9","England","Helps outside",0.0659359540435575,0.0110934737300012
"10","England","Doesn't",0.934064045956443,0.0110934737300012
