"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",8423.79690493736,11019.5845446182,13013.654797048,13782.0787168415,14785.4915730337,15895.964940239,17609.1439814815,17789.0764084507,18717.9822393822,1389.4578223069,916.943287562588,718.647586440715,506.427341747753,695.6118949655,814.165949756005,585.552609293962,212.521812421355,977.285754787163
"2","West",11222.9632135307,13866.9228637413,15485.4030106669,16536,17740.6292134831,18776.8710732054,19582.8647201946,21294.2527580557,22776.0822134387,1179.90112493392,1029.92360150213,686.209633714038,681.612038873314,622.109960366972,543.356420229692,659.44065873239,596.043859046515,1061.91736589926
"3","East",9298.35501022495,13196.7276794035,15493.7266331658,16922.4343810135,18796.4492385787,20251.3709751177,22072.549537037,23211.182078407,25070.5621867882,1823.9297568701,1322.14981019251,857.898379651501,872.21275342812,911.101748669135,978.515847533001,801.11308808551,649.011925039715,1576.49592693384
"4","London and South East",11871.0787878788,14327.1270467836,16281.6357086922,18000.3966130398,21039.9937057435,23259.2824599394,25532,27884.6520600447,30937.7047910296,396.332082492768,933.590242508802,902.070112702981,1155.99600406069,1263.1609173031,872.266294861841,698.789588795404,1116.79306351278,663.221098924818
"5","England",10661.3667351129,13486.3878064944,15073.3261188369,16501.5650750341,17940,19780.1245628643,21960.0653696498,24604.3722534683,28405.7899774266,NA,NA,NA,NA,NA,NA,NA,NA,NA
