"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,0,0,0,0,0,0,6210.72460143795,11394.5940139136,0,0,0,0,0,1212.2234749764,1760.86422121782,3524.23410963242,3027.92626417019
"2","North West",0,0,0,0,0,6091.10976263972,8585.4492481203,11413.1238121389,15465.6388294076,0,0,0,0,1495.91653433552,2168.4379856528,1191.35532248787,1600.20637254095,1207.99832176487
"3","Yorks & Humber",0,0,0,0,0,5052.31459612659,9200.67419825073,12347.6726255872,17082.7292509378,0,0,0,0,1411.12448407484,2435.61806867044,2539.87058718152,2063.72346795419,1872.03803204731
"4","East Midlands",0,0,0,0,3003.23636363636,5301.92187417183,7734.44746942738,11009.4930167598,17575.3072439634,0,0,0,976.533967223411,1476.79494012078,1625.90131378804,1715.82903762469,2756.25592440801,2676.28865419388
"5","West Midlands",0,0,0,0,0,0,4968.37937701396,9782.45163874357,12626.1085102432,0,0,0,0,0,1471.99268461562,2539.50535511543,1791.5940926556,1358.16193635546
"6","East",0,0,0,0,5151.01616418569,6999.10353931945,10132.8139089618,14059.2834362606,17974.9412287195,0,0,0,1404.27761392462,1920.16512538899,1760.32443440725,2034.77252786011,2089.42474370787,1910.40966393755
"7","London",0,0,0,0,0,4645.96798719488,8417.12270278142,12864.4137142857,19344.5139764117,0,0,0,0,1403.69411701,2174.05694058383,2067.61549559664,2175.82628772806,1818.9081333209
"8","South East",0,0,0,0,2258.64661654136,6447.76130145789,10598.5592511013,14720.9779400632,16554.0502529874,0,0,0,1071.94448571769,1845.04643153831,2471.67321302992,2154.2377318545,1230.76730054865,1989.63874303757
"9","South West",0,0,0,0,3376.89065235006,7382.71828926354,11682.4636190476,14427.8397311883,15530.9315654803,0,0,0,1215.87606237218,2175.17854525601,3004.69068229951,2246.06516028689,1925.93780027775,5663.37028446933
"10","England",0,0,0,0,0,5374.81314110068,8672.47543532338,12183.7753033773,16712.5247382073,NA,NA,NA,NA,NA,NA,NA,NA,NA
