"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_earn",2872.10441978065,854.636260750465
"2","North West","hh_grossinc_earn",5608.94616192318,696.572747119582
"3","Yorks & Humber","hh_grossinc_earn",5372.48292869725,908.1599576249
"4","East Midlands","hh_grossinc_earn",6124.69208715596,1063.20486938999
"5","West Midlands","hh_grossinc_earn",4675.76728310989,892.768513423859
"6","East","hh_grossinc_earn",7313.82562547384,1064.0713239545
"7","London","hh_grossinc_earn",6906.86279314093,1065.680501946
"8","South East","hh_grossinc_earn",7270.17579159303,1071.00616738275
"9","South West","hh_grossinc_earn",7249.04005713866,1078.50668632358
"10","England","hh_grossinc_earn",6216.22548157101,355.658068052205
