"","region","category","svy_fun","SE"
"1","North","No carer",0.910041672484346,0.0188701741774457
"2","North","Has carer",0.089958327515654,0.0188701741774457
"3","West","No carer",0.884704427423599,0.0242803208129318
"4","West","Has carer",0.115295572576401,0.0242803208129318
"5","East","No carer",0.881348917455347,0.0284963728633935
"6","East","Has carer",0.118651082544653,0.0284963728633935
"7","London and South East","No carer",0.94882294877406,0.0145163243938279
"8","London and South East","Has carer",0.0511770512259398,0.0145163243938279
"9","England","No carer",0.913196752510369,0.0101942878651252
"10","England","Has carer",0.0868032474896309,0.0101942878651252
