"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",7192.66277372263,10105.4438516591,12139.6858901629,13093.4657555049,14872,16628.4592473979,19072.0780487805,21657.7610503282,24596,827.82554744807,683.050419890755,522.288808096815,465.503994902669,672.616290150182,702.626874800971,833.129993544878,694.297620117086,592.265741416303
"2","West",6215.2485627325,8420.18881987578,11347.3688888889,14589.1956989247,16269.7327365729,18658.3172413793,20658.6749682338,22859.9118268747,27252.7174774775,1975.19312093848,1131.37357182495,1373.79156001397,1170.67011782858,817.637532035047,966.714144691643,775.432533283287,1151.84162711283,1259.32396810633
"3","East",5424.61723666211,9983.26717557252,13110.8842601955,15080.8241171404,17333.2882238126,20767.9067484663,22915.2985221675,25512.6706002035,30386.060990099,1582.82805672211,850.792651308749,1073.77946231164,1023.6697799653,1307.20972322403,1296.08449239526,929.621470624755,1307.50883126411,1387.99992492974
"4","London and South East",8748.53251319715,11960,13246.1593008739,15701.3962373372,17918.7245714286,21502.724248497,23631.8455743879,27872,31969.9937639198,485.646628196093,1183.53280728617,992.129722208155,1187.55110922207,1398.18971221886,1282.55908736879,1214.02235405524,1215.51868433975,1327.52964962214
"5","England",7384,10192,12480,14443.7980900409,16432,18928,21632,24623.842519685,29378.3366141732,NA,NA,NA,NA,NA,NA,NA,NA,NA
