"","region","category","svy_fun","SE"
"1","North","hh_grossinc",15545.4624679133,461.501466322299
"2","West","hh_grossinc",16478.7753677864,801.790333642345
"3","East","hh_grossinc",17850.4612408126,812.793810297232
"4","London and South East","hh_grossinc",19515.1133004926,894.160838264653
"5","England","hh_grossinc",17445.4467260235,381.123718394716
