"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_nohb",12324.5550095473,1068.39808507554
"2","North West","hh_grossinc_nohb",15209.3812494942,679.324858429767
"3","Yorks & Humber","hh_grossinc_nohb",14104.8081122773,856.376092806345
"4","East Midlands","hh_grossinc_nohb",14967.97510542,1037.17265575302
"5","West Midlands","hh_grossinc_nohb",14829.04966162,1284.08002627367
"6","East","hh_grossinc_nohb",18754.1786577747,1166.6628332421
"7","London","hh_grossinc_nohb",17679.3489050305,1419.1539901687
"8","South East","hh_grossinc_nohb",17469.0794332689,1011.67210093399
"9","South West","hh_grossinc_nohb",15753.9313502914,979.052987883946
"10","England","hh_grossinc_nohb",16060.807452072,404.868513020276
