"","region","category","svy_fun","SE"
"1","North","Helps outside",0.0724757537027291,0.0168441465786271
"2","North","Doesn't",0.927524246297271,0.0168441465786271
"3","West","Helps outside",0.106278041760369,0.0240401867180822
"4","West","Doesn't",0.893721958239631,0.0240401867180822
"5","East","Helps outside",0.0933401813050372,0.0278092949632451
"6","East","Doesn't",0.906659818694963,0.0278092949632451
"7","London and South East","Helps outside",0.0575674895471519,0.0152524891816281
"8","London and South East","Doesn't",0.942432510452848,0.0152524891816281
"9","England","Helps outside",0.0779413207347269,0.00987447200502445
"10","England","Doesn't",0.922058679265273,0.00987447200502445
