"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",3965.17776889244,8279.14234728895,9699.05245508982,11749.7029741589,13147.9026047565,14883.4643649815,17520.4025806452,18630.2900763359,23716.1107800175,1575.11510219451,1531.84825098653,1740.8376159353,1082.26768264918,1722.33430982316,1355.3814068597,1636.06814585383,2101.13691162909,2461.64498671732
"2","North West",7559.08834207342,10362.3723171266,12324,13885.3342105263,15852.7092783505,18176.3605263158,20257.1929824561,22760.6072106262,25156.7333333333,1069.75630651485,1010.7360570899,725.730574254529,893.849462500104,1042.72943758184,1104.63854101187,1060.7855535354,870.545493220126,875.526292082706
"3","Yorks & Humber",7092.0029476787,10349.2821917808,12125.5213035607,13049.8413284133,14490.0342075257,15649.2241992883,18847.3952641166,21234.6968264686,23047.8817668549,2563.41221875966,1109.45703100914,702.434865453955,732.030069893546,818.206263180202,1352.68042783241,1476.02105517969,1066.80287931674,963.205486067475
"4","East Midlands",5295.06694736842,8737.92661870504,10353.7721093203,12900.5322548028,14681.1720930233,18211.7236363636,20866.0762155059,23261.7103726083,26592.0842105263,2144.78763650634,1297.21905267253,1157.01650133106,1277.54651903432,1609.35893510833,1743.19456388508,1467.53827449199,1439.04903725268,1716.31554993869
"5","West Midlands",2765.73994059716,7844.44172850284,10780.3500606061,13791.9832020997,15651.4726166329,17940,20949.0357733927,21993.4790828264,27216.070295082,2041.71673120395,3130.47786525691,2027.07585179553,1598.34776030757,1337.21775227257,1393.0304201035,1240.29717131252,1575.66000663802,2030.12540421322
"6","East",6684.43126843658,12377.3645962733,15357.1417085427,17103.8692957746,19843.7613636364,22186.387826087,24209.9014623172,28612.9649740933,32152.1627254509,2757.73963430267,1930.46848786255,1400.20446992856,1447.40926979158,1463.68273929046,1386.59284152141,1690.30895267805,2004.94733124146,2115.69918158078
"7","London",8724.33801239385,11491.6425876011,12950.6725645076,16312.9375097886,18533.9025787966,21973.3404752923,24720.0966095771,29517.9008738203,32610.4121621622,2221.1170368323,3290.98501479125,2246.71490127775,2265.69568107643,1670.2383552074,1879.50445590202,1883.52075265379,1180.17855536874,1823.0393762323
"8","South East",9517.81918786256,12810.0508112386,13156,14447.0643678161,16218.4929889299,19443.1877966102,22065.5827934148,25743.8222222222,31573.9876651982,2039.77781092772,875.175506735068,577.508020179276,1048.84791433984,1498.42706885036,1571.9959339334,1592.88492089137,1967.48667524777,1866.2538844494
"9","South West",6481.46884565499,8594.74409937888,11359.9377777778,14877.512590968,17029.393389501,18892.7538611926,20305.5658153242,23468.8279883382,27568.9311178248,1515.70047460806,1287.19646574037,1810.3649876159,1741.77988142396,1314.25334782368,1042.9050099272,1238.37572580822,1413.68737176108,1607.914216058
"10","England",7384,10192,12480,14443.7980900409,16432,18928,21632,24623.842519685,29378.3366141732,NA,NA,NA,NA,NA,NA,NA,NA,NA
