"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",0,704.870473660912,4012.80275482094,5125.97744241462,5621.0159611381,5749.51856287425,7230.59578606159,10762.3066282421,16549.2772334294,1151.10667959311,1360.71604315466,1454.36700544458,1732.71654088436,2430.82418933515,3086.10680627112,3445.90131895087,3400.22374088836,3352.91412907678
"2","North West",0,0,0,3493.43788546256,5340.55400696864,6171.96906077348,8219.45283687943,13049.7317052632,15600,0,219.087951692131,1326.5549880041,1495.01909204173,1860.80233778146,1663.16172468741,2044.21535454456,2273.59644834016,1246.34678072402
"3","Yorks & Humber",0,0,0,0,0,6885.25157894737,8915.10198555956,13407.8479608483,15312.8405188388,0,0,1550.74113254694,1876.69076257561,3021.3118231095,3745.96999562562,3906.94822202938,2148.68317098396,955.229343140032
"4","East Midlands",0,0,0,4675.061003861,5664.38410596026,8281.13791083632,10434.4870798643,12644.4312138728,14745.7465977606,0,792.941479043551,1326.5549880041,2072.4895612018,2659.64742049139,2044.71434914896,2268.64254902153,1614.66414139179,1418.27035810021
"5","West Midlands",0,0,1022.34272431427,5319.33395348837,6796.46753246753,11708.4542920029,14013.867025572,15870.2289177489,17763.4990415335,33.3438118653655,1253.0755917967,1598.15707561152,2707.37306843591,3250.72612558118,2613.33262596029,2733.16173294288,1291.48288481641,757.614752834146
"6","East",0,0,5145.74355628059,7162.89514403292,9372.42821576763,13706.2920634921,15536.4062608696,17570.3552631579,19704.035359116,0,1422.10481129551,1951.56090075264,2874.91345983769,1989.38178127639,2416.67308367727,1589.80963314546,1764.1536333229,2062.94748817026
"7","London",0,0,2627.97039420756,5891.79622641509,9089.66862170088,16332.9329852045,19526.5199447455,23947.020983892,27260.9643835616,0,961.249110075426,1638.90151906842,2507.18892732775,3246.84826104112,2965.50016005039,2449.6192534571,2041.68221320867,1256.54780316626
"8","South East",0,0,4804.58209523809,7394.81548862938,10732.6928838951,13000,15870.7953216374,17549.0563706564,21901.2962264151,0,1235.60908743104,1953.22693784549,2119.6836854972,1661.03778192286,1605.1187946463,1813.75018759813,1519.01737372484,808.963106294323
"9","South West",0,0,3644.5113243762,4979.36853055917,5941.79035639413,9599.32487135506,11054.7173621005,13608.3884407749,16877.5329087049,6.82313953447607,1040.06515986383,1333.40146226321,1875.26803173474,1763.27722484997,1958.42190262114,2052.89198363218,1735.91458050432,1512.88089867362
"10","England",0,0,1354.21924686192,5408,7696,11125.6367315175,14796.1323489933,17849.8992481203,21944,NA,NA,NA,NA,NA,NA,NA,NA,NA
