"","region","category","svy_fun","SE"
"1","North","No school age kids",0.703003245539253,0.0529108991976761
"2","North","Has school age kids",0.296996754460747,0.0529108991976761
"3","West","No school age kids",0.644187520286876,0.058400180729948
"4","West","Has school age kids",0.355812479713124,0.058400180729948
"5","East","No school age kids",0.671396610851777,0.0524229704324055
"6","East","Has school age kids",0.328603389148223,0.0524229704324055
"7","London and South East","No school age kids",0.551735323621772,0.0447300391699019
"8","London and South East","Has school age kids",0.448264676378227,0.0447300391699019
"9","England","No school age kids",0.614501126931624,0.0268033182750858
"10","England","Has school age kids",0.385498873068376,0.0268033182750858
