"","region","category","svy_fun","SE"
"1","North","Pen couple",0.0101853098218693,0.0101650679547636
"2","North","Pen single",0,0
"3","North","Couple + kids",0.0899478021567132,0.034063070996425
"4","North","Couple",0.140949133276499,0.0430484793225638
"5","North","Lone parent",0.225288284650245,0.045501414564833
"6","North","Single",0.533629470094674,0.0627719075503386
"7","West","Pen couple",0,0
"8","West","Pen single",0,0
"9","West","Couple + kids",0.159242314172218,0.0489855383791072
"10","West","Couple",0.230342983445909,0.0532865557396426
"11","West","Lone parent",0.20657835757454,0.0436015335858601
"12","West","Single",0.403836344807333,0.0624173231212748
"13","East","Pen couple",0,0
"14","East","Pen single",0.0188113983139413,0.0132405953032186
"15","East","Couple + kids",0.187161801249448,0.0438323070262874
"16","East","Couple",0.225481316333403,0.0551893941326516
"17","East","Lone parent",0.149724796209852,0.0354218450746025
"18","East","Single",0.418820687893356,0.0591125865191791
"19","London and South East","Pen couple",0.0032193169923238,0.00322301529830893
"20","London and South East","Pen single",0.00341285764131193,0.00341611841113055
"21","London and South East","Couple + kids",0.315828353977669,0.0397162754247606
"22","London and South East","Couple",0.156258177773901,0.0405954600373
"23","London and South East","Lone parent",0.148633766573622,0.0250558231701569
"24","London and South East","Single",0.372647527041172,0.0471892494082262
"25","England","Pen couple",0.00334983883099451,0.00237483793852901
"26","England","Pen single",0.004850218865797,0.00280134150350203
"27","England","Couple + kids",0.227455769086375,0.0229253968322888
"28","England","Couple",0.177968256226445,0.0247583949317333
"29","England","Lone parent",0.172198577075932,0.0175249594803243
"30","England","Single",0.414177339914456,0.0294264974309198
