"","region","category","svy_fun","SE"
"1","North","No carer",0.979038602473789,0.0147629822901781
"2","North","Has carer",0.0209613975262111,0.0147629822901781
"3","West","No carer",0.905474751534074,0.0339307948297448
"4","West","Has carer",0.0945252484659258,0.0339307948297448
"5","East","No carer",0.957964653150329,0.0270952784867771
"6","East","Has carer",0.0420353468496714,0.0270952784867771
"7","London and South East","No carer",0.935262015875785,0.0247740579508888
"8","London and South East","Has carer",0.0647379841242149,0.0247740579508888
"9","England","No carer",0.941759172538435,0.0143602493875285
"10","England","Has carer",0.0582408274615651,0.0143602493875285
