"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",2523.4689043263,7868.03798493175,11229.8861688381,15699.7102138709,15896.7378675485,16956.7485672031,19389.1710684115,20610.0168886265,25669.8898531293,2041.48942467854,4008.49304492632,4179.03329921209,3900.13161946163,3163.89382882033,3390.84707321936,3146.33129349962,3079.98037924875,2652.59050047298
"2","North West",9296.32684014968,11305.1593390085,13943.1232717627,15238.1482423837,16883.3455466851,17780.0551963492,19474.6815403125,21625.2011494253,24899.6087796313,2842.12328243925,1592.1524010941,1362.26907496589,1019.95848690883,1023.28622291188,1352.22693314218,1642.6129177522,1724.75950992167,1448.25586774165
"3","Yorks & Humber",9323.09676429419,10022.9144906875,11127.6597112605,11700.9648041448,13144.3406806761,14185.344090359,19056.6031376084,21692.6142246922,22726.7210266955,366.57037708284,478.20197976449,1331.77494651574,1607.80842406948,2505.27709756883,2686.32890084453,2444.84833667438,2299.70327850479,640.973967641124
"4","East Midlands",8657.86384546673,10725.7919137466,11427.6907595542,12566.4895541816,14414.8322470336,15027.8998073218,16016.6995202321,17212,17834.305633574,2762.97138519485,2331.20196665711,984.450673687894,1020.61505177975,1168.6815818484,1177.12713515063,732.894818999426,2608.83532985802,2291.19933180984
"5","West Midlands",6129.14177386594,9771.79523776467,12471.3714608009,14552.2890822959,15151.2236993271,17475.4092125097,19842.5261811728,20890.8703616091,22207.5621074693,2712.65516607456,3441.80250371483,1788.39753965727,1674.43739878114,1849.20615067326,1471.40344487431,1608.88833950951,1736.78758141337,1638.45705600124
"6","East",10029.3758031929,14913.3278504673,18044.0225428872,19954.8667099286,21443.0081173082,23410.166969599,25235.4200468391,26776.1194029851,29567.9692973717,3465.92216640224,2681.65222678095,1482.07398568945,1441.77130769185,1030.35076525151,1382.67629870729,993.702193192504,1045.64037361637,1551.13514772818
"7","London",12397.0603829161,16053.1677726743,17607.9854017327,19839.2178812846,21993.4267040149,24380.6623343835,27741.3554620857,31916.9545235698,39506.5794316091,1870.44043368307,887.255802176119,1020.36585185344,1268.73760547198,1621.05187173507,1780.63806565126,2823.5499990617,3243.6508305532,3215.31055895022
"8","South East",10775.145684312,12741.0926835471,16095.7581082384,17116.6666666667,19338.7027326201,21573.9819296942,23061.4418532819,24281.5374127147,27626.3154109307,1234.33365070653,1307.44010543234,1157.90624898891,1080.85813878896,1204.677274639,1072.92000346838,921.89050691692,1162.52097096109,2314.81823312903
"9","South West",7812.75552622897,11697.1408410312,14791.7226336452,16426.6686898337,17082.585797129,18303.306446491,18934.9426500936,21440.1640307908,22012.2219886483,5090.65508071287,2160.7573793305,1424.83211409884,1041.49696446419,876.181704174392,854.191800204757,874.214539717281,1396.03793253418,2230.32584266978
"10","England",9931.69079132639,12589.9504481446,15129.2504318885,17005.833962794,18590,20545.8295450068,22828.0399167445,25787.6237521378,29390.5128367241,NA,NA,NA,NA,NA,NA,NA,NA,NA
