"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6612.24150943396,7964.53894736842,10577.8266489597,11619.0009302326,14152.3924050633,15647.0505684894,16870.8501380453,17552.0813384813,18956.6912571793,1781.85871099754,1309.85973249349,1326.70142030692,1433.65474411113,1179.38725324937,869.709814178855,542.996962729341,503.044402647835,1087.77509016336
"2","West",7086.58418604651,10163.0568370987,11067.8099735396,12906.9660377358,14382.0863192182,15655.8112759644,17589.375884823,18271.7530644649,20157.28,2952.24182238626,990.294274390923,720.978675862823,921.04240712446,935.396852351205,913.0030922247,691.536511141619,536.522357076724,1223.05415744592
"3","East",8464.3778680203,10756.2044217687,13052.7428571429,14768,15713.4274139095,17217.8301572618,17940,20208.5365106383,22675.7447761194,2075.49486645075,1018.53468225868,1028.86271236701,811.697742036798,732.287999590513,613.851737339962,753.435453581634,1073.03336467132,1767.76639307184
"4","London and South East",10585.9623155505,14404.7054078827,17824.0711610487,19903.187460815,22110.7577268195,23504,24713.6652296157,27860.5289308176,29558.6018237082,855.283950006654,1593.86132139132,1118.87008861957,996.021228044532,862.03402218494,610.215294481886,1018.1711887904,807.402786913414,1427.21358988759
"5","England",8098.55868421053,10847.1677304965,13712.9812169312,15600,17368,18876,21652.8190041115,23920,27894.7135094566,NA,NA,NA,NA,NA,NA,NA,NA,NA
