"","region","category","svy_fun","SE"
"1","North","hh_grossinc_noincben",10112.6879645832,932.647876966994
"2","West","hh_grossinc_noincben",12046.217104348,686.892997470773
"3","East","hh_grossinc_noincben",14159.5584972557,641.992751009994
"4","London and South East","hh_grossinc_noincben",18340.021447575,697.242584353577
"5","England","hh_grossinc_noincben",15106.6620719998,483.868282680942
