"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",1455.45483870968,5197.87619655393,7529.13809854268,10554.0433820274,10834.0598802395,11801.1914217633,17241.6808236808,17890.7536023055,18674.1723037652,1351.4888740661,2690.35363963662,2885.39976379978,3696.86978794589,3251.92088667907,2921.91488253428,3714.17235595744,3639.64644836878,2041.61732424822
"2","North West",6630.90566037736,9251.7122069523,11628.8174418605,14995.8181818182,16349.5463529412,16931.2323232323,17182.982774252,18042.5403508772,19079.59030837,2342.53778415492,1952.99850709801,1763.96530172497,1500.98063839301,1025.68236032982,521.308130418567,391.315216653859,1097.86622839136,1640.87418089425
"3","Yorks & Humber",6133.09576176943,6785.81045347832,7984.3947368421,9265.51373913043,11993.3250773994,13385.0632911392,14787.2137030995,15499.2658364916,16817.2464840859,236.372862968587,426.592021122144,1803.96787305783,2073.16387768927,2053.04890719225,1659.29404699566,1423.57535576929,1618.40398599859,1635.09077207996
"4","East Midlands",6455.5417218543,9474.16310853059,10668.2841836735,12510.6362694301,12975.9622641509,14297.0690265487,14906.3575658965,16609.67001287,17293.692542101,2414.79176714325,2337.40477247716,1269.64971612097,1088.14680241985,1079.65136630844,1009.23393962701,1052.00535599861,697.194555581949,2967.17727383585
"5","West Midlands",5397.83458646617,9259.10075394105,11459.3226968605,12797.6107034959,14592.7432848965,15610.7240356083,17355.6520376176,17857.4726368159,18245.9524617997,2364.09432842078,3131.78005623602,2024.38563648971,1595.90876172801,1468.79423499328,1237.00051617383,800.498178802073,486.539007600465,1239.4633277598
"6","East",9441.64776119403,13468,15603.4831942789,16820.7580052493,17940,19088.240776699,20296.6309565217,21772.2878134111,23890.4834241245,3063.87584475936,1678.59331245353,1075.50021884507,755.563831763166,941.629629808333,839.897542331752,977.028114004795,997.561608734599,1644.04713779412
"7","London",10648.2351872872,14924,19251.8420007356,22178.8346781116,23878.2074746769,25287.594390507,27508,28057.3231788079,30485.0721071087,694.754993777309,2399.02731363971,2203.64833024174,1401.82069305813,1407.98357539498,1103.70391606356,941.854041482911,755.317873821395,2278.91004265334
"8","South East",10028.7115250291,14708.8022191401,16209.1079379157,18088.6908829864,18832.5809885932,20540,22173.045026178,23192,24405.3606299213,2142.28735660811,1463.77195433978,1172.60067349477,901.538110568571,708.291425284748,908.456140513107,684.114347911735,532.557233741933,1938.71660092051
"9","South West",7421.29827255278,10754.3237723577,11048.7362507633,12454.3301587302,14369.4674267101,16275.3088098918,18070.3302635757,19083.2,21679.8924698795,4120.62580573353,967.204118569679,710.846577455558,1177.86407170729,1598.56148336712,1392.80421469703,1161.6663997748,1267.22098756566,2366.67575266107
"10","England",8242.56153354633,10889.7989708405,13732.3867413632,15704,17450.0943157895,18894.1287525562,21736,23920,27857.4201741219,NA,NA,NA,NA,NA,NA,NA,NA,NA
