"","region","category","svy_fun","SE"
"1","North","No disabled",0.770975800156128,0.0507599730633673
"2","North","Has disabled person",0.229024199843872,0.0507599730633673
"3","West","No disabled",0.793697092156399,0.0476544390970632
"4","West","Has disabled person",0.206302907843601,0.0476544390970632
"5","East","No disabled",0.775594726615419,0.04911903642
"6","East","Has disabled person",0.224405273384581,0.04911903642
"7","London and South East","No disabled",0.747748521684349,0.0485924558321916
"8","London and South East","Has disabled person",0.252251478315651,0.0485924558321916
"9","England","No disabled",0.764495103732847,0.0278057002280555
"10","England","Has disabled person",0.235504896267153,0.0278057002280555
