"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_noincben",9961.83910386965,2034.07315747565
"2","North West","hh_grossinc_noincben",11611.9443846833,1028.43011921627
"3","Yorks & Humber","hh_grossinc_noincben",7901.54724417975,1804.50976784635
"4","East Midlands","hh_grossinc_noincben",11374.0995993131,1040.26899671213
"5","West Midlands","hh_grossinc_noincben",11532.7326349718,1265.36389028682
"6","East","hh_grossinc_noincben",15956.9411824643,676.179368692581
"7","London","hh_grossinc_noincben",19684.9750859519,959.7879277905
"8","South East","hh_grossinc_noincben",16582.16713768,765.375066716724
"9","South West","hh_grossinc_noincben",12306.0560624923,838.580364326004
"10","England","hh_grossinc_noincben",15202.1659752972,497.362651147511
