"","region","category","svy_fun","SE"
"1","North East","hh_grossinc",12332.5969450102,1956.74710881017
"2","North West","hh_grossinc",14514.913574697,917.52104154455
"3","Yorks & Humber","hh_grossinc",12029.6659231186,1189.77517198143
"4","East Midlands","hh_grossinc",12848.2718354618,874.559276229643
"5","West Midlands","hh_grossinc",13536.8193392425,1101.1970337223
"6","East","hh_grossinc",17783.1323840334,773.342942381495
"7","London","hh_grossinc",22532.7078682609,998.849181523892
"8","South East","hh_grossinc",18836.2993649633,755.322102756185
"9","South West","hh_grossinc",14703.5579025131,948.705863300847
"10","England","hh_grossinc",17716.939425064,469.043904739406
