"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",1455.45483870968,5197.87619655393,5636.35253296322,5793.10845506861,7721.06586826347,10639.7100873709,17150.3922136422,17890.7536023055,18674.1723037652,1351.4888740661,1492.62467141538,2669.52476364193,3617.07714798771,3251.92088667907,3338.53750819174,3448.63859873107,2822.78202218572,577.341690744161
"2","North West",5909.4374813612,7992.57649308905,9952.30532099559,13152.3263529412,15515.145665773,16585.5131459655,16949.7785202864,17550.8036826641,18178.4734812555,2023.27094928629,1433.47089392264,1799.52128118713,1879.49102577766,1404.06758591108,654.683901265314,488.716777850978,593.783184631082,2381.41149244605
"3","Yorks & Humber",4375.71242743307,5908.93532558482,6096.2961429744,7211.17852348993,8773.13323917137,13385.0632911392,14787.2137030995,15499.2658364916,16157.0958721704,1262.02229603978,1528.54491731446,625.688498832331,2329.47118140556,2360.84130302631,2213.74903858744,2051.3639221647,1352.22532316535,1382.63986962823
"4","East Midlands",6624.69227731019,7811.48775510204,10187.8858381503,11944.7902021773,12975.9622641509,14297.0690265487,14906.3575658965,15923.0478729222,17293.692542101,1982.52599580232,2141.29955936714,1313.192357434,1599.24782327796,1196.60255882702,987.638173754991,1052.00535599861,697.194555581949,2694.15470588499
"5","West Midlands",2195.72932330827,7203.38999314599,10032.8355632283,12134.4004117344,14592.7432848965,15362.9905013559,16858.4101000559,17737.6960292104,18188.5229202037,1849.76824667369,2836.18543328933,2600.99007196256,2060.62826963315,1722.69779545472,1405.32571534375,771.587105375917,574.919817239017,498.991235779267
"6","East",8600.6900838275,13074.8096618357,15094.5942386831,15859.751270763,17077.0601757945,17940,19776.5870560379,20720.6239185751,21913.3882215743,3031.55737767589,1733.41656035362,1015.25450121941,943.283174043867,830.553368016929,835.250993500039,883.612254095778,654.248362555057,1473.16339053242
"7","London",10626.4417707151,13955.0355765341,18590.8480769231,21001.6881893535,23241.9686813187,24440,26748.5565935785,27596.7824677274,28298.2088194666,815.718904672545,2066.01048879772,1934.37581780839,1404.74854452588,1103.8021771018,1260.98106819904,955.584876704383,740.882799256529,1665.52303709793
"8","South East",7033.01037694013,13659.5867928703,16146.3043902439,17035.0791311707,18564,20425.7843037975,22116.7872382851,23037.0041044776,24225.6607698608,2239.14825046299,2233.59072318996,954.103677084662,698.127481383749,977.202433734523,932.429991217518,727.917444515891,514.957702504262,576.234538302557
"9","South West",7421.29827255278,10696.0956097561,11035.0085894565,11509.8228006814,12885.261815619,14998.0444158607,17325.9676567205,18349.6027793427,19782.8884210526,4003.58524970354,957.66014711059,606.133371474789,890.040838776125,1516.58548645515,1452.1033611323,1255.74017305425,765.285761204489,1343.74223601996
"10","England",7067.15417956656,10624.5358653431,13026.6011782032,15236,17008.9041916168,18258.4137186408,20616.3626693705,23125.3965536571,26795.7404165861,NA,NA,NA,NA,NA,NA,NA,NA,NA
