"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",0,2964,5237.26781761842,7129.54899328859,11089.4929191412,14440.3481414325,15323.34375,16571.2376470588,17460.0016842105,1063.70538288017,1451.85064639601,2119.55855401716,2061.18570682517,2211.77100803802,1193.87912551619,620.133038555257,541.46917586497,352.781752816406
"2","West",3465.0920332937,6662.68121212121,10322.033664221,11054.7342967637,12576.1742305686,14375.3153094463,16110.327176781,17598.7714457109,18282.8680851064,2181.21630954085,1657.83041574043,1218.94303449309,787.948745577052,953.445370497398,1056.95415768244,890.61195272618,563.123007022743,499.000540120901
"3","East",5257.2339314845,9530.36212594908,12523.9295336788,13735.302334267,14967.1500162707,15997.026746507,17368,18434.0854209446,20326.4681712062,2123.99948370311,1783.89090189752,1080.02247347639,685.249289596054,795.118846964168,630.182493078116,697.046923798213,733.241078453907,707.205390130715
"4","London and South East",8419.53857245854,11759.5867251096,15346.9452054794,18003.414214876,19961.3516778523,21268,23084.7378731343,24451.7398773006,27562.0491147915,1301.85484968035,1258.83378249321,1269.78253711741,962.603026601751,771.192317212868,785.111626259573,772.060501819149,1094.90651344806,934.696604392784
"5","England",5044.07967741935,8583.27753050969,11289.0859122402,14188.6278481013,15910.4947368421,17515.6789283874,18894.3818404908,21313.9853785901,24232,NA,NA,NA,NA,NA,NA,NA,NA,NA
