"","region","category","svy_fun","SE"
"1","North","Employed",0.988743169398907,0.0112268033382557
"2","North","Family worker",0.0112568306010929,0.0112268033382557
"3","West","Employed",0.989017166787521,0.0109524017363448
"4","West","Family worker",0.0109828332124787,0.0109524017363448
"5","East","Employed",1,0
"6","East","Family worker",0,0
"7","London and South East","Employed",1,0
"8","London and South East","Family worker",0,0
"9","England","Employed",0.996174041350522,0.00270626101231953
"10","England","Family worker",0.00382595864947774,0.00270626101231953
