"","region","category","svy_fun","SE"
"1","North","No carer",0.978118657298985,0.0154087954607813
"2","North","Has carer",0.0218813427010148,0.0154087954607813
"3","West","No carer",0.90034789835176,0.0356656941118674
"4","West","Has carer",0.0996521016482397,0.0356656941118674
"5","East","No carer",0.957964653150329,0.0270952784867771
"6","East","Has carer",0.0420353468496714,0.0270952784867771
"7","London and South East","No carer",0.931993184714288,0.0259861843999452
"8","London and South East","Has carer",0.0680068152857122,0.0259861843999452
"9","England","No carer",0.939370211552201,0.0149313303220881
"10","England","Has carer",0.060629788447799,0.0149313303220881
