"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",1455.45483870968,5155.68835768039,5246.10712704737,5625.70714781402,5729.65269461078,6134.59571088165,16874.9034749035,17890.7536023055,18535.1707988981,1307.95715594194,1430.67827830035,1467.36492935608,4013.92133402832,3255.1776104245,3400.22740998487,3406.11595990631,3375.60599164249,578.04325472851
"2","North West",0,4516.928,7777.93653671804,11547.3860465116,14508,15367.6421052632,16297.0447058824,16964.3524904215,17443.1974736842,1171.50999823606,2115.00778251802,2431.37854766075,2356.60817029233,1911.71691621356,930.97341985804,598.332221719749,442.44458168074,318.812993477001
"3","Yorks & Humber",0,0,0,3805.984,8168.99435028249,11040.9374143444,14005.6487341772,14630.3017944535,15357.0752571738,877.060802651116,1849.19732598562,2779.09462318301,3406.65764115958,3654.68198912486,3027.21175417625,2102.8429814177,1209.15243256444,531.010139735871
"4","East Midlands",1798.47704081633,5755.40132450331,8697.33327378294,11297.6752721617,12894.4774774775,13666.0661064426,14768,15041.9468208092,17213.8872648782,1491.82749046049,2536.75675920109,2519.0368709029,1937.15688266685,1543.69699099478,934.134489353812,1017.40514803984,897.926521298509,658.402123731585
"5","West Midlands",0,5800.79218967922,7270.42786069652,10996.2118959108,12538.1552651806,14699.903126376,15440.0470219436,16961.3137678032,17914.83150358,1572.59396826793,2462.85027113138,3079.63656718207,2221.93004834643,2066.52195636066,1490.44145946683,1152.14679499176,775.771734855408,477.559795681476
"6","East",8232.20805111821,12127.7032365145,14138.6907915994,15634.621215733,16986.4104347826,17940,18847.8229760987,20086.2630792227,21349.864691358,2483.91439699527,1595.55255902413,1271.27546080304,994.916241003075,731.142072425703,723.07765728251,684.50245495722,711.551354857542,629.180168185309
"7","London",9635.81543829045,11661.8254226675,16505.9901408451,18899.6669120654,20684.3170441001,22733.9155279503,24349.4159027128,27338.5424657534,27924,1327.02061609551,1943.04862855822,2136.81080801406,1465.72577817078,1307.4554204916,1221.62799146435,1362.83138274363,991.304455203282,216.328173682525
"8","South East",6104.19131529264,11151.7212046712,14713.7488781346,16219.3326829268,17879.5767790262,19753.850738255,20692.02616179,22204,23137.8878764479,2331.45179984519,2078.12585966339,1533.30800571761,1121.74493433032,987.40560635422,829.335057236459,854.089058961852,596.738655012946,497.58862787078
"9","South West",5010.58897637795,7362.28176583493,10747.3464715447,11046.5527376348,12447.7339593114,14253.1293365308,16273.7834749035,17506.125974805,18478.3161349134,3210.6519255499,1714.52349141145,1173.56282121353,868.569486267488,989.900074987968,1502.79086757778,1305.35582411814,1070.96658689106,525.164661810788
"10","England",5044.07967741935,8583.27753050969,11289.0859122402,14188.6278481013,15910.4947368421,17515.6789283874,18894.3818404908,21313.9853785901,24232,NA,NA,NA,NA,NA,NA,NA,NA,NA
