"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",6569.81132075472,7882.09512044472,10435.1117279667,11514.7348837209,14030.003164557,15614.4710341094,16895.2622860298,17544.7464607465,18912.1046585833,1750.37684412976,1319.91459291327,1411.11689121558,1420.20320430106,1156.35936118287,951.495715166294,596.098374611359,494.708412726867,1033.38624650849
"2","West",6630.39906976744,10167.5581450654,11062.3051496031,12708.9003215434,14491.4417887433,16152.7000879507,17713.9537332758,18293.7387107018,20883.1077419355,3313.58251219575,1093.53494333293,716.407723377547,992.478971299396,1143.96169853798,915.072019985292,658.539040259507,663.66763030776,1287.89787288981
"3","East",8464.3778680203,10756.2044217687,13052.7428571429,14768,15713.4274139095,17217.8301572618,17940,20208.5365106383,22675.7447761194,2075.742757534,1018.58371218507,1028.86634686126,811.754552038793,732.344947248636,613.890752897858,753.455913224575,1073.08762473212,1767.83543481531
"4","London and South East",10661.0533484677,14924,18044,20177.3724340176,22155.5732984293,23504,24713.8406747891,27650.5494505495,29697.4494574529,705.02587602392,1746.9976777383,1255.90704162763,1031.48301155536,811.235651322134,600.160135534502,1000.93156150003,843.080029550824,1531.27059659238
"5","England",8242.56153354633,10889.7989708405,13732.3867413632,15704,17450.0943157895,18894.1287525562,21736,23920,27857.4201741219,NA,NA,NA,NA,NA,NA,NA,NA,NA
