"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",2142.99688768141,7758.02417396108,10101.3758846751,15264.9060043295,15800.7465990103,16470.5782464921,19818.5614962156,21208.261905221,25969.0123614265,2027.4715086407,4003.70775822007,4134.57163584294,4118.78957232004,3389.15560021177,4240.86673913308,3182.26232642643,3182.64481402747,2966.35702519135
"2","North West",9185.51705165047,11203.3570355533,14091.1519874313,15720.2116774144,16949.0942293645,17861.0909121247,19844.6861034528,21692.816091954,24939.273046532,2828.39175208202,1904.07520182295,1441.77326359571,1114.41803611666,1041.05551153705,1365.47242912953,1695.03530236195,1673.05984570098,1438.57942707148
"3","Yorks & Humber",9291.04956374682,9958.82008959281,10991.4086993045,11910.5734485467,13561.3114016872,14333.8080495356,19376.180736482,21906.2353220194,22750.4103350318,358.421240780558,471.444147049919,1416.75200373423,2115.22491919475,2668.93673248422,2688.14877390236,2390.31820903851,2297.8915666701,491.787696768844
"4","East Midlands",8657.86384546673,10725.7919137466,11427.6907595542,12566.4895541816,14414.8322470336,15027.8998073218,16016.6995202321,17212,17834.305633574,2762.99667475335,2331.58393785855,984.609867471008,1020.66622774439,1168.70075532997,1177.13841713595,732.989946743034,2608.90367948399,2291.2045939309
"5","West Midlands",5590.0253382868,10568.1345366192,12558.5425831923,14578.3606918585,15110.0970089885,18295.1563386297,19884.0784920738,21056.2282047705,22360.5209954419,2713.9971147099,3501.10284348364,1913.94216035644,1921.45023676993,1864.0746049875,1592.40156572215,1622.97802035686,1474.42900124423,1594.09539485746
"6","East",10029.3758031929,14913.3278504673,18044.0225428872,19954.8667099286,21443.0081173082,23410.166969599,25235.4200468391,26776.1194029851,29567.9692973717,3465.94903329239,2681.97108721866,1482.08418735091,1441.85356099996,1030.41313887773,1382.69840115125,993.782147233854,1045.78302781863,1551.18991832669
"7","London",14272.0292107334,16305.2097925155,18193.1893147696,20114.7673763927,22488.6618725324,25794.2266486677,27821.191678802,33143.7108191503,40839.5602322758,1678.35949253068,1113.67668331814,1071.65152017611,1435.4622975629,1788.76538245087,1740.19632384393,2848.00416645095,3338.32474395654,3063.12462771414
"8","South East",11064.4555872324,13126.9804485426,16495.0979865772,17240.1147369506,19706.6529421856,21638.2288186705,23174.1232432432,24345.9260681074,27653.1863970644,1437.3093477852,1320.49917947968,1109.70012987379,1098.80710380439,1274.53613869642,1083.09563419439,1150.26158862674,1155.25815832753,2284.88438059132
"9","South West",7539.01677119628,11489.8962820594,15170.6933820789,16479.8884470382,17469.5305714976,18353.293377121,19229.6371838556,21481.1092184364,22064.8119729989,3714.67849253469,2391.69089505303,1443.1446872476,1036.15356062677,687.215820040309,851.492792051265,894.824245123917,1511.76371968753,2394.37967223977
"10","England",10240.8320464513,12790.6730665238,15711.3250306885,17160,19076.9150731159,20841.4425780739,23118.7169447534,26041.2011042162,30092.7584907698,NA,NA,NA,NA,NA,NA,NA,NA,NA
