"","region","category","svy_fun","SE"
"1","North East","hh_grossinc_nohb",14569.1007212311,2025.1900646829
"2","North West","hh_grossinc_nohb",14408.792045934,753.739549056958
"3","Yorks & Humber","hh_grossinc_nohb",13661.3107282445,830.447687927309
"4","East Midlands","hh_grossinc_nohb",12778.8750150518,1175.78707622981
"5","West Midlands","hh_grossinc_nohb",14587.6456307371,713.938118941498
"6","East","hh_grossinc_nohb",16506.9865928477,687.85669933821
"7","London","hh_grossinc_nohb",21137.3016197112,991.799370671632
"8","South East","hh_grossinc_nohb",17344.3479829158,801.161221658444
"9","South West","hh_grossinc_nohb",13238.5157285652,891.837329961703
"10","England","hh_grossinc_nohb",16882.5466874482,436.561445304738
