"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",5267.56112956811,7873.96917497734,10710.5132596685,11569.5963898917,14137.8393987342,14940.5615384615,15659.6345892526,16862.9424627278,17574.3202059202,1236.56423928842,1340.51788679253,994.564513565516,940.038422433863,929.97454925198,540.302052921827,515.170426779083,480.742047656658,461.158191054217
"2","West",6882.76277056277,10100.850366937,11030.044616324,12216.4030880082,13871.6108821105,15053.3291061207,15524.2286341752,16850.7808346213,18161.8298811545,1253.27958376246,1019.76160463382,713.404134358526,827.036476816703,992.602271512007,808.595901602317,907.854250195061,673.470184043881,530.163299579915
"3","East",6214.1475494411,10300.523699422,12257.3849582173,13468,14768,15714.8652631579,17236.9641689793,17980.7053763441,20011.66367713,2621.47686235594,1830.59755660416,957.565835562782,778.218397534454,654.427744743085,636.746394241968,649.199022561547,646.274551437352,794.324218797352
"4","London and South East",8138.34865900383,11074.6493506494,15239.4580484773,17637.1602126044,19123.7888929754,21284.1566579634,23192,24544,27729.0668189606,1319.16469202226,1398.98976438848,1353.76983831579,844.96785439906,854.375751954552,961.284868280133,813.608130011156,1081.82844600035,925.737667434097
"5","England",6937.79047619048,10556,12260.7019498607,14336.3624235686,15600,17212,18449.0476190476,20991.8686131387,24204.3177723178,NA,NA,NA,NA,NA,NA,NA,NA,NA
