"","GVTREGN","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North East",2671.09741935484,5551.25054243778,10545.3329791943,14700.9023672425,17682.7161383285,18290.4541161455,21043.1811764706,25679.6648298217,27807.2800762631,1396.60484725641,3629.52570128176,4254.09451755044,3589.01588335449,3602.82430103231,4313.95544256759,2684.5607222669,2914.46639169618,1885.36097230049
"2","North West",9381.28325652842,11300.7535302954,13786.1653846154,15969.3144254279,16816.4726670348,16986.5620689655,17649.128451649,18507.7305263158,21780.0350584307,2415.28156958117,2008.54812563305,1491.42392668935,1054.78965159151,518.467849139016,367.098617764456,616.682366961705,1165.70019648833,1520.3709565447
"3","Yorks & Humber",8077.11210526316,9558.0993736952,11691.1081967213,12716.6715971676,14213.3467181467,14868.827406199,15305.618624797,15701.9957998765,19114.0495831017,650.407015441426,1311.8783166319,1566.25055869886,1457.91458497509,1077.69648997436,890.819684733697,1327.50150007063,1934.52414035202,1833.57932102316
"4","East Midlands",5262.38624884305,6184.36803532009,10584.9387402934,12893.6457409568,14121.6637168142,14959.9854214123,17009.8538922156,17238.1715695344,17561.8930693069,1365.94073819358,3317.88124310544,2432.58166029781,2431.15957019898,1655.22442372572,1101.60230856166,680.878630361905,1436.29121862257,1774.48988249849
"5","West Midlands",7513.54207436399,10075.3361542078,13307.2870090634,15321.5756345178,15514.0258467776,15543.9020187516,17350.7617554859,17961.3957040573,20407.9032258065,1483.85607209436,1846.06363695344,1562.74288460698,1384.97426663433,1111.5887774221,736.226434262039,785.696970750578,1651.15316080109,1641.51046950326
"6","East",9848.8844765343,11996.5781402936,14322.4129240711,16114.5172413793,17447.2219321149,18397.1498507463,20250.2692765957,21944,24389.3181058496,2523.61106441956,1209.09128653952,1210.51377314123,1059.67384391584,1024.49758099082,826.403459649,1007.43363167423,1011.62864071949,1551.31626555328
"7","London",9598.17950283472,12953.169844909,18848.4878527607,22309.0364013841,23920,26044.675911929,27740.6813186813,28163.437804878,30558.618042716,1378.41807323941,2505.75225131939,2902.11600939921,1562.44498300121,1317.66599053715,1118.08620796574,818.028875854346,693.975113175234,2300.45343184854
"8","South East",6458.24780487805,13049.5860383944,15164.081871345,17117.3142322097,18585.1954372624,20431.2739240506,22145.503888335,23265.9758891801,25262.6194528875,2214.58437034042,2241.56942866155,1362.78831525423,1023.52978870328,1034.30709687093,983.787975097274,779.12634229509,698.773254802202,2056.43693069651
"9","South West",5394.20111731844,9762.37837002704,10936.5781139687,11146.8244803695,12937.7169811321,15136.5733959311,17148.1426751592,18281.3439187044,19954.7316725979,3873.15330900739,1636.78543394899,1192.27180515191,977.71048263112,1524.67053121752,1620.51900106428,1321.67151737497,1346.33844902082,1857.51053879457
"10","England",8060,10830.6134751773,13968.420229265,15600,17368,18883.1247443763,21944,23957.9869394863,27893.2308616031,NA,NA,NA,NA,NA,NA,NA,NA,NA
