"","grpd_region1","pc10_reg","pc20_reg","pc30_reg","pc40_reg","pc50_reg","pc60_reg","pc70_reg","pc80_reg","pc90_reg","se.0.1","se.0.2","se.0.3","se.0.4","se.0.5","se.0.6","se.0.7","se.0.8","se.0.9"
"1","North",7592.29456193354,10708.216399623,12703.5181746656,14965.9,15933.4753678823,16952,17889.8864169927,19011.3098387993,22158.9552616446,2022.37736550785,1096.23691953392,1140.7871546035,998.175084839881,567.135965291095,569.432581971972,545.823578700278,972.541916002842,1579.97313490475
"2","West",7347.93934740883,10141.9411377527,11065.7238347242,13227.763141994,15405.1856228459,15554.5427230047,17331.0661442006,18227.4831918506,20767.5335483871,1381.70720509888,935.549204805705,929.766758874236,1148.54141675115,950.84471244882,736.022619158901,697.776118681296,716.915940990858,1324.37568031648
"3","East",7125.55426048565,10570.5097497843,13043.1978436658,14768,15823.8176907495,17239.0534690102,17940,20309.5540869565,22691.0731343284,2683.90521833999,1970.43721991381,1124.128461745,895.889131645863,698.142063838317,622.324275888225,768.359583207399,921.906064441169,1633.0994942385
"4","London and South East",8967.11596638655,13845.5573053368,17061.9245901639,19563.3467202142,22276.7665236052,23701.5054545455,25636,27883.5716001201,30326.0452661779,1275.30573814595,1439.69035396757,1315.10966036785,1222.09166926287,945.492939641466,824.369385540147,1041.50890376474,852.340098478582,1561.87043020034
"5","England",8060,10830.6134751773,13968.420229265,15600,17368,18883.1247443763,21944,23957.9869394863,27893.2308616031,NA,NA,NA,NA,NA,NA,NA,NA,NA
